Name,Year,Sex,Sire,Dam,Trainer,"Flat rating","Diff Flat","Flat Clltrl","AWT rating","Diff AWT","AWT Clltrl","Chase rating","Diff Chase","Chase Clltrl","Hurdle rating","Diff Hurdle","Hurdle Clltrl"
"CLONDAW FAME (IRE)",2017,GELDING,"FAME AND GLORY (GB)","AGUIDA (FR)",,,,,,,,,,,99,,
"CLONDAW ROYALE (IRE)",2019,GELDING,"JUKEBOX JURY (IRE)","GOODBLOODBADBLOOD (IRE)","Jonjo & A.J. O'Neill",,,,,,,,,,102,,
"CLONQUEST (GB)",2023,COLT,"ULYSSES (IRE)","CLON COULIS (IRE)","David & Nicola Barron",70,,,,,,,,,,,
"CLOSE COMBAT (IRE)",2021,GELDING,"KESSAAR (IRE)","WINDY LANE (GB)","Nigel Hawke",,,,,,,,,,101,,
"CLOSE CONNECTION (IRE)",2021,GELDING,"CRACKSMAN (GB)","TOO FAMILIAR (IRE)",,57,,,,,,,,,,,
"CLOTH OF GOLD (IRE)",2022,COLT,"SEA THE MOON (GER)","DABAN (IRE)","Charlie Johnston",86,,,,,,,,,,,
"CLOTILDA (FR)",2021,FILLY,"CLOVIS DU BERLAIS (FR)","GOLDFLAKE (FR)","Paul Nicholls",,,,,,,115,,,,,
"CLOUD FREE (IRE)",2021,GELDING,"SEA THE STARS (IRE)","FRESNAY (GB)","Barry Murtagh",45,,,,,,,,,,,
"CLOUD KING (GB)",2021,GELDING,"NIGHT OF THUNDER (IRE)","ROYAL ELOQUENCE (IRE)","Robert Cowell",80,,,,,,,,,,,
"CLOUDBUSTER (GB)",2023,FILLY,"DREAM AHEAD (USA)","ABATED (GB)","Dr Richard Newland & Jamie Insole",76,,,,,,,,,,,
"CLOUDS HILL (IRE)",2022,COLT,"CRACKSMAN (GB)","CALARE (IRE)","Charlie Johnston",87,+5,,,,,,,,,,
"CLOUDSIDE ROCK (GB)",2021,COLT,"ROCK OF GIBRALTAR (IRE)","GO GEORGIE (GB)","David Simcock",60,+4,,,,,,,,,,
"CLOUDY ROSE (GB)",2018,FILLY,"PROCONSUL (GB)","ZAROSA (IRE)","John Berry",53,,,,,,,,,,,
"CLOUDY WEDNESDAY (IRE)",2016,GELDING,"CLOUDINGS (IRE)","HANSEL MONDAY (IRE)","Caroline Fryer",,,,,,,90,,,,,
"CLOVER TIME (GB)",2022,GELDING,"HAVANA GREY (GB)","CLANN FORCE (GB)","Michael Appleby",58,,,,,,,,,,,
"CLUAIN CHORMAIC (IRE)",2021,GELDING,"VADAMOS (FR)","SOUNDS CHARMING (IRE)","Karen Jewell",,,,,,,,,,113,,
"CLUB CLASS (GB)",2022,FILLY,"FRANKEL (GB)","SPEEDY BOARDING (GB)","James Fanshawe",80,,,,,,,,,,,
"COACHELLO (FR)",2018,GELDING,"DUNKERQUE (FR)","ROCK HARMONIE (FR)","Mark Loughnane",85,,,,,,,,,,,
"COAST (GB)",2019,FILLY,"ACLAIM (IRE)","RIO'S CLIFFS (GB)","Scott Dixon",41,,,,,,,,,,,
"COASTGUARD STATION (IRE)",2016,GELDING,"DYLAN THOMAS (IRE)","SHURUWAAT (IRE)","Henry Oliver",,,,,,,125,,,,,
"COBALT COMET (GB)",2023,GELDING,"MASSAAT (IRE)","PRIMANORA (GB)","John Mackie",58,,,,,,,,,,,
"COBBLER'S BOY (IRE)",2020,GELDING,"DIAMOND BOY (FR)","COBBLER'S GOLD (IRE)","Dan Skelton",,,,,,,105,,,,,
"COCKTAIL LOUNGE (IRE)",2023,FILLY,"ACCLAMATION (GB)","MARGARITA (IRE)",,50,,,,,,,,,,,
"COCO BEAR (IRE)",2018,GELDING,"KODI BEAR (IRE)","HOUSE OF ROSES (GB)",,65,,,,,,,,,,,
"COCO HILL (IRE)",2020,FILLY,"ANJAAL (GB)","CLIFTON DANCER (GB)","Adrian Wintle",41,,,,,,,,,,,
"COCO ROYALE (GB)",2020,FILLY,"FRANKEL (GB)","COCONUT CREME (GB)",,95,,,,,,,,,,,
"COCONUT BAY (GB)",2019,FILLY,"BATED BREATH (GB)","TROPICANA BAY (GB)","Tristan Davidson",57,,,,,,,,,,,
"COCONUT COVE (IRE)",2023,FILLY,"NO NAY NEVER (USA)","PLAYFULL SPIRIT (GB)","Roger Varian",85,,,,,,,,,,,
"COCONUT SPLASH (IRE)",2015,GELDING,"STOWAWAY (GB)","PRESENTING CHAOS (IRE)","N. W. Alexander",,,,,,,,,,105,,
"CODETALKER (GB)",2020,GELDING,"LINDA'S LAD (GB)","KIMORA (IRE)","Stuart Edmunds",,,,,,,,,,120,,
"CODIAK (IRE)",2022,GELDING,"MAKE BELIEVE (GB)","SAGAMI (USA)","Edward Bethell",88,+4,,,,,,,,,,
"COEDANA (IRE)",2022,FILLY,"KING OF CHANGE (GB)","ACTS OUT LOUD (USA)","Edward Bethell",96,+8,,,,,,,,,,
"COEUR JAUNE (IRE)",2022,FILLY,"MEHMAS (IRE)","ELMALIYA (IRE)",,67,,,,,,,,,,,
"COGITAL (GB)",2015,GELDING,"INVINCIBLE SPIRIT (IRE)","GALAXY HIGHFLYER (GB)","Bernard Llewellyn",52,-2,,,,,,,,87,,
"COGITATE (IRE)",2021,GELDING,"CHURCHILL (IRE)","DAMANIYAT GIRL (USA)","Charles Hills",86,-1,,,,,,,,,,
"COGNISANCE (GB)",2021,FILLY,"SEA THE STARS (IRE)","CAREFUL THOUGHT (GB)",,79,,,,,,,,,,,
"COININ CAISC (IRE)",2023,FILLY,"NANDO PARRADO (GB)","JANE'S MEMORY (IRE)",,62,,,,,,,,,,,
"COISTY (GB)",2022,GELDING,"SIXTIES ICON (GB)","STEEL FREE (IRE)",,45,,,,,,,,,,,
"COL DU PRE' (FR)",2021,GELDING,"TAJ MAHAL (IRE)","CLAIRE SONG (IRE)","Venetia Williams",,,,,,,,,,115,,
"COLBY MAYFIELD (IRE)",2020,GELDING,"MOUNT NELSON (GB)","CLUAIN EASA (IRE)","John & Rhys Flint",,,,,,,,,,82,,
"COLD HENRY (GB)",2019,GELDING,"SIXTIES ICON (GB)","FLASHYFRANCES (GB)","Sara Ender",48,-1,,,,,,,,100,,
"COLINSKI (GB)",2022,GELDING,"MASAR (IRE)","FIRST EXPERIENCE (GB)","Rebecca Menzies",50,-2,,,,,,,,,,
"COLLANISI (IRE)",2020,GELDING,"KALANISI (IRE)","COLLA PIER (IRE)","Ben Pauling",,,,,,,,,,91,,
"COLLECTORS ITEM (IRE)",2017,GELDING,"FLEMENSFIRTH (USA)","LEADING LADY (GB)",,,,,,,,125,,,,,
"COLLEGE WITCH (GB)",2022,FILLY,"TASLEET (GB)","MYSTICAL WITCH (GB)",,42,,,,,,,,,,,
"COLLINGHAM (GER)",2018,GELDING,"SAMUM (GER)","CHANDOS ROSE (IRE)","Jake Coulson",,,,,,,,,,100,,
"COLOANE (IRE)",2020,FILLY,"COTAI GLORY (GB)","STYLISH ONE (IRE)","Roger Fell",66,,,,,,,,,,,
"COLOMBIER (GB)",2020,GELDING,"KINGMAN (GB)","VENTOUX (GB)","Hamad Al Jehani",90,-3,,,,,,,,,,
"COLONEL HARRY (IRE)",2017,GELDING,"SHIROCCO (GER)","STATEABLE CASE (IRE)","Jamie Snowden",,,,,,,147,,,,,
"COLONEL JACK (GB)",2021,GELDING,"SOLDIER OF FORTUNE (IRE)","ZEFOOHA (FR)","Mark Walford",,,,,,,,,,100,,
"COLONIAL EMPIRE (GB)",2017,GELDING,"ZOFFANY (IRE)","SUSAN STROMAN (GB)","Tim Vaughan",,,,,,,,,,101,,
"COLORADA DANCER (GB)",2021,GELDING,"TIME TEST (GB)","COLORADA (GB)","Karen Jewell",47,,,,,,,,,,,
"COLORI FOREVER (GB)",2023,COLT,"BATED BREATH (GB)","COLORANDO (GB)","Marco Botti",96,,,,,,,,,,,
"COLORS OF FREEDOM (GB)",2020,FILLY,"MAYSON (GB)","SCARBOROUGH (IRE)","Joe Ponting",42,,,47,,,,,,,,
"COLOUR CODE (IRE)",2021,FILLY,"DUE DILIGENCE (USA)","RIOT OF COLOUR (GB)","Linda Perratt",48,,,,,,,,,,,
"COLOURBAND (IRE)",2023,GELDING,"IFFRAAJ (GB)","LOOKTOTHERAINBOW (GB)","Simon & Ed Crisford",83,,,,,,,,,,,
"COLTRANE (IRE)",2017,GELDING,"MASTERCRAFTSMAN (IRE)","PROMISE ME (IRE)","Andrew Balding",111,,,,,,,,,,,
"COMA CLUSTER (IRE)",2022,FILLY,"WOOTTON BASSETT (GB)","ONLY MINE (IRE)",,66,,,,,,,,,,,
"COMANCHE MAGIC (IRE)",2020,GELDING,"WESTERNER (GB)","BENEFIT OF MAGIC (IRE)","Stuart Edmunds",,,,,,,,,,115,,
"COMANCHE WARRIOR (IRE)",2022,GELDING,"DARK ANGEL (IRE)","ELAYSA (GB)",,74,,,,,,,,,,,
"COMBUSTION (GB)",2021,GELDING,"HARRY ANGEL (IRE)","CHICKLADE (GB)","Chelsea Banham",76,-1,,,,,,,,,,
"COME ON EIBHLIN (IRE)",2023,FILLY,"SPACE BLUES (IRE)","ABSOLUTELY RIGHT (IRE)","Dylan Cunha",74,-2,,,,,,,,,,
"COME ON JOHN (IRE)",2019,GELDING,"KODIAC (GB)","MISS GLITTERS (IRE)","Alison Hamilton",49,-2,,,,,,,,,,
"COME ON OVER (IRE)",2023,GELDING,"KODIAC (GB)","NO LIPPY (IRE)","David O'Meara",71,,,,,,,,,,,
"COME TO PASS (IRE)",2019,GELDING,"MASTERCRAFTSMAN (IRE)","CHITTENDEN (USA)",,45,,,,,,,,,,,
"COMEDAYGODAY (IRE)",2017,FILLY,"SOLDIER OF FORTUNE (IRE)","WHATAGOA (IRE)","Lizzie Quinlan",,,,,,,,,,85,,
"COMEDIAN LEADER (GB)",2020,FILLY,"ACLAIM (IRE)","LAST FRONTIER (FR)","Jim & Suzi Best",50,,,,,,,,,,,
"COMIC HERO (IRE)",2023,GELDING,"SAXON WARRIOR (JPN)","SENSE OF HUMOUR (GB)","Andrew Balding",80,+2,,,,,,,,,,
"COMIC STRIP (IRE)",2023,GELDING,"BLUE POINT (IRE)","LAUGH ALOUD (GB)","Simon & Ed Crisford",80,-1,,,,,,,,,,
"COMICAL POINT (IRE)",2023,COLT,"BLUE POINT (IRE)","DANDY'S BEANO (IRE)","Andrew Balding",94,,,,,,,,,,,
"COMING ATTRACTION (IRE)",2023,FILLY,"DARK ANGEL (IRE)","CLEM FANDANGO (FR)",,96,,,,,,,,,,,
"COMMAND THE STARS (IRE)",2023,COLT,"SEA THE STARS (IRE)","NARRATIVE (IRE)","George Scott",94,,,,,,,,,,,
"COMMANDER ATKINSON (GB)",2022,GELDING,"KODIAC (GB)","CLASSIC CODE (IRE)",,54,,,,,,,,,,,
"COMMANDER OF LIFE (IRE)",2021,GELDING,"INVINCIBLE SPIRIT (IRE)","ACCOMMODATE (IRE)","Jessica Macey",73,-2,,78,-2,,,,,,,
"COMMANDER'S INTENT (FR)",2023,COLT,"VICTOR LUDORUM (GB)","LILIENBLOOM (IRE)","George Scott",100,,,,,,,,,,,
"COMMANDING OFFICER (GER)",2023,COLT,"TEOFILO (IRE)","CONSCIOUS (GER)","Charlie Appleby",80,,,,,,,,,,,
"COMMENDATION (GB)",2022,FILLY,"SHOWCASING (GB)","PRAISED (GB)",,44,,,,,,,,,,,
"COMMUNITY REBEL (IRE)",2016,GELDING,"ASIAN HEIGHTS (GB)","CNOCBUI CAILIN (IRE)","Julie-Anne Cumine",,,,,,,73,,,73,,
"COMPLETELY RANDOM (GB)",2021,GELDING,"HAVANA GREY (GB)","RANDOM SUCCESS (IRE)","Harry Charlton",100,,,109,,,,,,,,
"COMPRADOR (GB)",2023,COLT,"NO NAY NEVER (USA)","MARSH HAWK (GB)","Antony Brittain",72,-1,,,,,,,,,,
"CONCERT (GB)",2023,FILLY,"SHOWCASING (GB)","FLYMETOTHEMOON (GB)","Jack Channon",70,,,,,,,,,,,
"CONCERT BOY (IRE)",2020,GELDING,"KODIAC (GB)","PERFECT FUN (GB)","Katie Scott",60,,,,,,,,,,,
"CONCETTO (FR)",2017,GELDING,"KAPGARDE (FR)","LULU ROUGE (FR)","Sam Allwood",,,,,,,110,,,,,
"CONCLAVE (IRE)",2023,GELDING,"SIOUX NATION (USA)","ANNIEMAYMARIE (GB)","Andrew Balding",97,,,,,,,,,,,
"CONDOTTI (IRE)",2022,GELDING,"SOLDIER'S CALL (GB)","FAST PICK (IRE)","Hugo Palmer",63,,,,,,,,,,,
"CONFEDERATION (GB)",2020,GELDING,"BRAZEN BEAU (AUS)","MY ANGEL (GB)",,43,,,,,,,,,,,
"CONFIDE IN ME (GB)",2023,FILLY,"HARRY ANGEL (IRE)","PRIVATE ADVISOR (GB)","Jack Jones",77,new,,,,,,,,,,
"CONFINENTIC (FR)",2020,GELDING,"CLOVIS DU BERLAIS (FR)","ELECTROSTATIQUE (FR)","Chris Gordon",,,,,,,,,,107,,
"CONISTON GEORGE (IRE)",2018,GELDING,"FLEMENSFIRTH (USA)","DAZZA (GB)","Nicky Richards",,,,,,,,,,119,,
"CONJECTURE (GB)",2023,FILLY,"PALACE PIER (GB)","INTIMATION (GB)",,71,,,,,,,,,,,
"CONMAN JOHN (IRE)",2020,GELDING,"MALINAS (GER)","SHANCLOUGH (IRE)","Lucinda Russell & Michael Scudamore",,,,,,,,,,135,,
"CONNIE MOON (IRE)",2022,FILLY,"SEA THE MOON (GER)","ICONIC CHOICE (GB)","Denis Coakley",64,,,,,,,,,,,
"CONNIE'S ROSE (GB)",2019,FILLY,"ADAAY (IRE)","SING SO SWEETLY (GB)","Grace Harris",63,-2,,,,,,,,,,
"CONNIEMAK (GB)",2021,FILLY,"JACK HOBBS (GB)","TARA MAC (GB)","Tim Vaughan",,,,,,,,,,79,,
"CONNIES HILL (IRE)",2020,FILLY,"NOTNOWCATO (GB)","REVER UP (IRE)",,,,,,,,,,,83,,
"CONQUER THE BREEZE (IRE)",2019,GELDING,"WAR COMMAND (USA)","DANCING WITH STARS (IRE)","Adam Nicol",,,,,,,81,,,,,
"CONQUEST OF POWER (GB)",2020,GELDING,"CITYSCAPE (GB)","BIRCH COVE (FR)","Mark Usher",47,,,,,,,,,,,
"CONQUREDALOFEUROPE (IRE)",2015,GELDING,"PRESENTING (GB)","SLEEPLESS EYE (GB)","F. Foster",,,,,,,95,,,,,
"CONSCRIPT (IRE)",2022,GELDING,"SOLDIER'S CALL (GB)","DUNDEL'S SPIRIT (IRE)","Clive Cox",92,,,,,,,,,,,
"CONSECRATED (GB)",2022,FILLY,"FRANKEL (GB)","SACRE CAROLINE (USA)","William Haggas",91,,,,,,,,,,,
"CONSENT (IRE)",2022,FILLY,"LOPE DE VEGA (IRE)","FLORA DANICA (IRE)","Sir Mark Prescott Bt",113,,,,,,,,,,,
"CONSTANT FRIDAY (IRE)",2015,GELDING,"MAHLER (GB)","MATTYS JOY (IRE)","Richard Rowe",,,,,,,69,,,,,
"CONSTANT STAR (IRE)",2023,FILLY,"STARMAN (GB)","NURSE DEE (IRE)","Tom Clover",76,,,,,,,,,,,
"CONSTANTINIAN (IRE)",2020,GELDING,"ORDER OF ST GEORGE (IRE)","TRINITY RAINBOW (IRE)","Oliver Signy",,,,,,,,,,103,,
"CONSTELLATION WALK (IRE)",2020,GELDING,"WALK IN THE PARK (IRE)","NOVA STELLA (GER)","Harry Fry",,,,,,,,,,115,,
"CONSTITUTION HILL (GB)",2017,GELDING,"BLUE BRESIL (FR)","QUEEN OF THE STAGE (IRE)","Nicky Henderson",101,,,,,,,,,,,
"CONTACT (IRE)",2018,GELDING,"GUTAIFAN (IRE)","LA TULIPE (FR)",,77,,,,,,,,,,,
"CONTACTO (GB)",2021,GELDING,"STUDY OF MAN (IRE)","ALMA MATER (GB)","Lucy Wadham",86,,,,,,,,,110,,
"CONTAINER EXPRESS (GB)",2023,GELDING,"HARRY ANGEL (IRE)","MARMOT BAY (IRE)","Philip Kirby",48,,,,,,,,,,,
"CONTEMPLATION (GB)",2023,GELDING,"ZARAK (FR)","CAREFUL THOUGHT (GB)","Mike Sowersby",50,,,,,,,,,,,
"CONTEST (GB)",2022,GELDING,"TIME TEST (GB)","TRECCO BAY (GB)",,51,,,,,,,,,,,
"CONTINUANCE (GB)",2021,GELDING,"POSTPONED (IRE)","CARAVELA (IRE)","Martin Keighley",,,,,,,,,,122,,
"CONTORNO (GB)",2023,COLT,"ARDAD (IRE)","TALABAAT (GB)","Tom Tate",58,,,,,,,,,,,
"CONTRAST (IRE)",2014,GELDING,"DUTCH ART (GB)","ISRAAR (GB)",,58,,,,,,,,,,,
"CONTROL ROOM (GB)",2023,FILLY,"LAND FORCE (IRE)","CALL SIGN CHARLIE (IRE)","Robert Cowell",68,,,,,,,,,,,
"CONVERGENT (IRE)",2022,COLT,"FASCINATING ROCK (IRE)","MONTY'S MIRACLE (IRE)","K. R. Burke",118,,,,,,,,,,,
"COOKIE QUEEN (GB)",2021,FILLY,"OUTSTRIP (GB)","GRAPE SHOT (GB)",,42,,,,,,,,,,,
"COOL DOC BOY (IRE)",2023,GELDING,"FROSTED (USA)","DOC GIRL (USA)","Jamie Osborne",71,,,,,,,,,,,
"COOL HOOF LUKE (GB)",2022,COLT,"ADVERTISE (GB)","DUTCH MONUMENT (GB)","Andrew Balding",108,,,,,,,,,,,
"COOL MASTER (GB)",2021,GELDING,"MASTERSTROKE (USA)","KOOLALA (IRE)","Oliver Greenall & Josh Guerriero",,,,,,,,,,90,,
"COOL MOLLY (IRE)",2023,FILLY,"COTAI GLORY (GB)","MOLLIE THE MOO (IRE)","Ollie Sangster",81,,,,,,,,,,,
"COOLAGH MAGIC (GB)",2016,GELDING,"SEPOY (AUS)","MILIIKA (GB)","Anthony Carson",48,,,53,,,,,,,,
"COOLAGH PARK (GB)",2014,GELDING,"KAPGARDE (FR)","GASPAIE (FR)","Alan Hill",,,,,,,97,,,,,
"COOLANNA (IRE)",2020,FILLY,"AFFINISEA (IRE)","COOLAGHMORE YEATS (IRE)","Kim Bailey & Mat Nicholls",,,,,,,,,,119,,
"COOLER THAN ME (GB)",2018,GELDING,"YORGUNNABELUCKY (USA)","WOU OODD (GB)","Fergal O'Brien",,,,,,,,,,93,,
"COOLKATIE (IRE)",2020,FILLY,"FLEMENSFIRTH (USA)","MINIROSE (FR)","Dan Skelton",,,,,,,99,new,,99,-1,
"COOLREE (IRE)",2019,GELDING,"MONDIALISTE (IRE)","QUAICH (GB)","Sam England",60,,,,,,,,,,,
"COOLVALLA (IRE)",2016,GELDING,"WESTERNER (GB)","VALLEYBOGGAN (IRE)","Chris Gordon",,,,,,,125,,,,,
"COONAWARRA STAR (FR)",2022,GELDING,"MASAR (IRE)","QUEEN CORDELIA (IRE)",,59,,,,,,,,,,,
"COOPER'S CROSS (IRE)",2015,GELDING,"GETAWAY (GER)","ROCELLA (GER)",,,,,,,,100,,,,,
"COOPERATION (IRE)",2018,GELDING,"MEHMAS (IRE)","RIPALONG (IRE)",,57,,,,,,,,,,,
"COORAMOOK (IRE)",2022,FILLY,"MEHMAS (IRE)","EMERIYA (USA)","Mark Loughnane",59,-1,,,,,,,,,,
"COPACABANA SANDS (IRE)",2022,FILLY,"SANDS OF MALI (FR)","BUTTONHOLE (GB)","Andrew Balding",105,new,,,,,,,,,,
"COPARISI (GB)",2023,FILLY,"ARDAD (IRE)","TAHITI (GB)",,50,,,,,,,,,,,
"COPPER AND FIVE (GB)",2016,GELDING,"PACO BOY (IRE)","PEACHEZ (GB)","Ruth Carr",50,,,,,,,,,,,
"COPPER COVE (IRE)",2017,GELDING,"JET AWAY (GB)","CHERRY ISLAND (IRE)","Dominic Elsworth",,,,,,,91,,,91,,
"COPPER KNIGHT (IRE)",2014,GELDING,"SIR PRANCEALOT (IRE)","MYSTIC DREAM (GB)","Tim Easterby",79,,,,,,,,,,,
"COPPERFIELD (GB)",2023,GELDING,"IFFRAAJ (GB)","MAGIC (IRE)",,59,,,,,,,,,,,
"COPPERHEAD (GB)",2014,GELDING,"SULAMANI (IRE)","HOW'S BUSINESS (GB)","Joe Tizzard",,,,,,,137,,,,,
"COPPULL (GB)",2023,COLT,"BATED BREATH (GB)","SPRINGWOOD DRIVE (GB)","Clive Cox",110,,,,,,,,,,,
"COPSHILL LAD (IRE)",2018,GELDING,"KINGSTON HILL (GB)","UNA SORPRESA (GER)","Harry Derham",,,,,,,112,,,,,
"CORAL BLUE (IRE)",2015,GELDING,"BIG BAD BOB (IRE)","EVA'S TIME (IRE)",,,,,,,,,,,84,,
"CORAMENTO (GB)",2021,GELDING,"PORTAMENTO (IRE)","CORAL QUEEN (GB)","Ray Craggs",57,,,,,,,,,,,
"CORDELIN (IRE)",2021,FILLY,"EXCEED AND EXCEL (AUS)","ABSOLUTELY RIGHT (IRE)",,50,,,,,,,,,,,
"CORDUROY (GB)",2023,GELDING,"CRACKSMAN (GB)","PONGEE (GB)","Steph Hollinshead",58,,,,,,,,,,,
"CORMIER (IRE)",2016,GELDING,"BORN TO SEA (IRE)","SCOTCH BONNET (IRE)","Brian Ellison",73,,,,,,,,,104,,
"CORNER FORWARD (IRE)",2021,GELDING,"CRYSTAL OCEAN (GB)","DAWN IN THE PARK (FR)","Anthony Honeyball",,,,,,,,,,96,,
"CORNERSTONE LAD (GB)",2014,GELDING,"DELEGATOR (GB)","CHAPEL CORNER (IRE)",,,,,,,,96,,,,,
"CORNICHE GIRL (IRE)",2023,FILLY,"DANDY MAN (IRE)","SWEEPROAD (IRE)","Richard Hannon",62,,,,,,,,,,,
"CORNISH STORM (GB)",2019,GELDING,"COACH HOUSE (IRE)","DANCING STORM (GB)","Zoe Hawkins",,,,,,,,,,116,,
"COROLLA POINT (IRE)",2022,GELDING,"BLUE POINT (IRE)","PLATINUM COAST (USA)","Edward Bethell",94,,,,,,,,,,,
"CORONADO KING (IRE)",2021,GELDING,"EXCEED AND EXCEL (AUS)","WINDSOR COUNTY (USA)",,69,,,,,,,,,,,
"CORPORAL JACKJONES (IRE)",2019,GELDING,"MILAN (GB)","PEINTURE ROSE (IRE)","Miss Poppy Skipper",,,,,,,114,+3,,,,
"CORRESPONDENCE (GB)",2022,GELDING,"WAR FRONT (USA)","WALK IN MARRAKESH (IRE)","Tony Carroll",62,-1,,,,,,,,,,
"CORSICAN CAPER (IRE)",2020,GELDING,"FAST COMPANY (IRE)","KANSHE (IRE)","Kevin Frost",48,,,,,,,,,97,,
"CORUNDUM (GB)",2021,GELDING,"BLUE POINT (IRE)","CRYSTAL GAL (IRE)",,66,,,,,,,,,,,
"COSI BEAR (IRE)",2022,FILLY,"KODI BEAR (IRE)","MRS HOO (IRE)","James Fanshawe",59,-3,,,,,,,,,,
"COSI BELLO (GB)",2022,GELDING,"BATED BREATH (GB)","FAURAN (IRE)","Charlie Fellowes",97,,,,,,,,,,,
"COSMIC BLIZZARD (IRE)",2019,GELDING,"ARCTIC COSMOS (USA)","TARA BELLE (IRE)","Lucinda Russell & Michael Scudamore",,,,,,,107,,,,,
"COSMIC CLARETS (IRE)",2023,GELDING,"STARMAN (GB)","IMTIYAAZ (IRE)","Richard & Peter Fahey",65,,,,,,,,,,,
"COSMIC CONNECTION (IRE)",2021,GELDING,"GETAWAY (GER)","LITTLE BLUE HERO (IRE)","Chris Gordon",,,,,,,,,,138,,
"COSMIC MAN (IRE)",2023,GELDING,"STARMAN (GB)","HADBA (IRE)","Kevin Ryan",70,,,,,,,,,,,
"COSMIC SOUL (IRE)",2020,GELDING,"SEA THE STARS (IRE)","MY SPIRIT (IRE)","Patrick Neville",67,,,,,,,,,104,,
"COSMIC SPIRIT (GB)",2022,GELDING,"UNIVERSAL (IRE)","THEATRICAL SPIRIT (GB)","Ben Case",,,,,,,,,,76,,
"COSMIC YEAR (GB)",2022,COLT,"KINGMAN (GB)","PASSAGE OF TIME (GB)",,114,,,,,,,,,,,
"COSMO GOODSPEED (IRE)",2022,GELDING,"CHURCHILL (IRE)","GIN BLOSSOM (IRE)",,74,,,,,,,,,,,
"COSMOS RAJ (GB)",2018,GELDING,"IFFRAAJ (GB)","COSMOS PINK (GB)","David O'Meara",76,-1,,,,,,,,,,
"COSPICUA (GB)",2023,FILLY,"SWISS SPIRIT (GB)","CUSHAT LAW (IRE)","James Tate",56,,,,,,,,,,,
"COSSACK CHACH (IRE)",2020,GELDING,"CHURCHILL (IRE)","INFATUATION (GB)","Lucinda Russell & Michael Scudamore",,,,,,,124,,,,,
"COTAI BELLE (IRE)",2023,FILLY,"COTAI GLORY (GB)","LIBERTY SKY (IRE)","Richard & Peter Fahey",78,,,,,,,,,,,
"COTAI EYE JOE (IRE)",2023,GELDING,"COTAI GLORY (GB)","APADANA (IRE)","Ivan Furtado",76,new,,,,,,,,,,
"COTAI LIGHTS (IRE)",2023,GELDING,"COTAI GLORY (GB)","MOKHTARAH (IRE)","Adrian Keatley",79,,,,,,,,,,,
"COTAI STARLIGHT (IRE)",2023,FILLY,"COTAI GLORY (GB)","CLEF (GB)","Katie Scott",59,,,,,,,,,,,
"COTE D'ANGE (FR)",2021,GELDING,"BATHYRHON (GER)","COTE VERMEILLE (GB)","Sam Thomas",,,,,,,,,,87,,
"COTIERE (USA)",2022,FILLY,"JUSTIFY (USA)","CAHOOTS (USA)",,67,,,,,,,,,,,
"COTO DE CAZA (IRE)",2022,FILLY,"SIOUX NATION (USA)","COTO (IRE)",,100,,,,,,,,,,,
"COTSWOLD COTTAGE (GB)",2020,FILLY,"FRONTIERSMAN (GB)","MINETY LASS (GB)","Faye Bramley",67,,,,,,,,,,,
"COTTON BUD (IRE)",2023,FILLY,"CLOTH OF STARS (IRE)","PINK ANEMONE (GB)","Shaun Lycett",74,,,,,,,,,,,
"COTTON END (IRE)",2014,FILLY,"SCORPION (IRE)","SCARTARA (FR)",,,,,,,,,,,77,,
"COTTON SOCKS (GB)",2022,GELDING,"PASSING GLANCE (GB)","GIVING BACK (GB)","Lucy Wadham",,,,,,,,,,104,,
"COUGAR (JPN)",2019,GELDING,"DEEP IMPACT (JPN)","PROMISE TO BE TRUE (IRE)","Iain Jardine",60,-1,,,,,,,,,,
"COUGAR FORCE (GB)",2023,FILLY,"LAND FORCE (IRE)","BYRONESS (GB)","Heather Main",37,,,,,,,,,,,
"COUL ANGEL (IRE)",2022,GELDING,"COULSTY (IRE)","IAMNOANGEL (IRE)","Michael Appleby",93,-1,,,,,,,,,,
"COUL BRITANNIA (IRE)",2023,FILLY,"COULSTY (IRE)","SYAMANTAKA (IRE)","Jamie Osborne",62,,,,,,,,,,,
"COUL JANE (IRE)",2023,FILLY,"COULSTY (IRE)","JUNGLE JANE (IRE)",,52,,,,,,,,,,,
"COULD BE THE MOVE (IRE)",2023,FILLY,"FAR ABOVE (IRE)","TEEBA (USA)",,43,,,,,,,,,,,
"COULD BE YOU (IRE)",2020,GELDING,"YOUMZAIN (IRE)","MILANO BAY (IRE)","Neil Mulholland",,,,,,,,,,80,,
"COULDBEAWEAPON (IRE)",2017,GELDING,"MAHLER (GB)","WILD FUCHSIA (IRE)",,,,,,,,98,,,,,
"COULSEA (IRE)",2022,GELDING,"COULSTY (IRE)","PERLE DE LA MER (IRE)",,50,,,,,,,,,,,
"COUMEENOOLE (IRE)",2019,GELDING,"HARZAND (IRE)","MADAM BOVARY (IRE)","Dan Skelton",,,,,,,,,,117,,
"COUNSEL (GB)",2018,GELDING,"FRANKEL (GB)","HONORINA (GB)","Michael Appleby",81,,,,,,,,,,,
"COUNT ADHEMAR (IRE)",2020,GELDING,"WESTERNER (GB)","BOBSET LEADER (IRE)","Donald McCain",,,,,,,103,,,,,
"COUNT D'ORSAY (IRE)",2016,GELDING,"DANDY MAN (IRE)","DEIRA (USA)",,61,,,,,,,,,,,
